# time = 2.000000000000e-09
# x  density  temperature  T_rad  velocity_x  pressure  mass_coord
9.805114674148e-04 1.020282311374e+02 4.381211212374e+04 4.381211007756e+04 3.481940315799e+05 2.399196173325e+12 9.082830591087e-03
9.810973069882e-04 1.026310711389e+02 4.376795060140e+04 4.376794717994e+04 3.486103887825e+05 2.407494521627e+12 9.143128779007e-03
9.816865148395e-04 1.031229689393e+02 4.375569118461e+04 4.375568881573e+04 3.490195976121e+05 2.416331283221e+12 9.205830743215e-03
9.823133690324e-04 1.035512739846e+02 4.376087854414e+04 4.376087775370e+04 3.494193921209e+05 2.425419604377e+12 9.268338010468e-03
9.828937866547e-04 1.039375541492e+02 4.377066195894e+04 4.377066256199e+04 3.498156566375e+05 2.434068944046e+12 9.326105690239e-03
9.834249533918e-04 1.043393626418e+02 4.376882961313e+04 4.376883133359e+04 3.501391366005e+05 2.441995595168e+12 9.383136730909e-03
9.839869702669e-04 1.048533537105e+02 4.373749288050e+04 4.373749426914e+04 3.504835282188e+05 2.449528878599e+12 9.442311240378e-03
9.845536632971e-04 1.054693089842e+02 4.368011667411e+04 4.368011666791e+04 3.508225062094e+05 2.456733557815e+12 9.501981595422e-03
9.851184910025e-04 1.061333140000e+02 4.360413839412e+04 4.360413781796e+04 3.511300891824e+05 2.463158544685e+12 9.561703668605e-03
9.856790794540e-04 1.067839105412e+02 4.351963255216e+04 4.351963217546e+04 3.513778222040e+05 2.468464614355e+12 9.621454755762e-03
9.862375938122e-04 1.073782964557e+02 4.343229436768e+04 4.343229356607e+04 3.515346178384e+05 2.472317151476e+12 9.681220704487e-03
9.867922643470e-04 1.078743546706e+02 4.333988027888e+04 4.333987826446e+04 3.515759075056e+05 2.473691523498e+12 9.741256803415e-03
9.873506683536e-04 1.082566094825e+02 4.326194214669e+04 4.326193941022e+04 3.515319397547e+05 2.474092710853e+12 9.801698241465e-03
9.879088971020e-04 1.084915838905e+02 4.320234478436e+04 4.320234292706e+04 3.514385077670e+05 2.473249103741e+12 9.868568208281e-03
